"","C245PW0","childid"
"20010",0,"3015005C"
"20011",187.75,"3015006C"
"20012",246.34,"3015007C"
"20013",NA,"3015008C"
"20014",NA,"3015009C"
"20015",NA,"3015010C"
"20016",0,"3015011C"
"20017",0,"3015012C"
"20018",0,"3015013C"
"20019",NA,"3015014C"
"20020",0,"3015015C"
"20021",NA,"3015016C"
"20022",NA,"3015017C"
"20023",NA,"3015018C"
"20024",NA,"3015019C"
"20025",NA,"3015020C"
"20026",NA,"3015021C"
"20027",289.71,"3015022C"
"20028",NA,"3015023C"
"20029",NA,"3015024C"
"20030",246.34,"3015025C"
"20031",624.28,"3016001C"
"20032",0,"3016002C"
"20033",176.01,"3016003C"
"20034",0,"3016004C"
"20035",158.21,"3016005C"
"20036",0,"3016006C"
"20037",0,"3016007C"
"20038",269.34,"3016008C"
"20039",179.75,"3016009C"
"20040",0,"3016010C"
"20041",142.76,"3016011C"
"20042",204.95,"3016012C"
"20043",251.45,"3016013C"
"20044",196.45,"3016014C"
"20045",242.98,"3016015C"
"20046",176.01,"3016016C"
"20047",279.33,"3016018C"
"20048",0,"3016019C"
"20049",188.53,"3016020C"
"20050",0,"3016021C"
"20051",167.41,"3016022C"
"20052",151.36,"3016023C"
"20053",171.52,"3016024C"
"20054",0,"3016025C"
"20055",176.01,"3016026C"
"20056",172.7,"3017010C"
"20057",213.43,"3017023C"
"20058",0,"3018001C"
"20059",0,"3018002C"
"20060",197.6,"3018003C"
"20061",197.6,"3018004C"
"20062",224.47,"3018005C"
"20063",NA,"3018006C"
"20064",0,"3018007C"
"20065",0,"3018008C"
"20066",769.37,"3018009C"
"20067",0,"3018010C"
"20068",0,"3018011C"
"20069",226.37,"3018012C"
"20070",0,"3018013C"
"20071",229.24,"3018014C"
"20072",229.24,"3018015C"
"20073",0,"3018016C"
"20074",218.04,"3018017C"
"20075",260.72,"3018018C"
"20076",213.51,"3018021C"
"20077",0,"3018023C"
"20078",NA,"3019001C"
"20079",NA,"3019002C"
"20080",NA,"3019003C"
"20081",276.99,"3019004C"
"20082",239.88,"3019005C"
"20083",252.2,"3019006C"
"20084",NA,"3019007C"
"20085",252.2,"3019008C"
"20086",NA,"3019009C"
"20087",233.58,"3019010C"
"20088",323.23,"3019011C"
"20089",240.66,"3019012C"
"20090",NA,"3019013C"
"20091",NA,"3019014C"
"20092",NA,"3019015C"
"20093",0,"3019016C"
"20094",246.96,"3019017C"
"20095",217.4,"3019018C"
"20096",NA,"3019019C"
"20097",NA,"3019020C"
"20098",224.99,"3019021C"
"20099",NA,"3019022C"
"20100",NA,"3019023C"
"20101",365.47,"3019024C"
"20102",NA,"3020001C"
"20103",NA,"3020002C"
"20104",NA,"3020003C"
"20105",400.34,"3020004C"
"20106",0,"3020007C"
"20107",312.37,"3020008C"
"20108",NA,"3020009C"
"20109",439.05,"3020010C"
"20110",NA,"3020011C"
"20111",312.37,"3020012C"
"20112",NA,"3020013C"
"20113",NA,"3020014C"
"20114",NA,"3020015C"
"20115",NA,"3020016C"
"20116",420.91,"3020017C"
"20117",274.98,"3020018C"
"20118",309.35,"3020019C"
"20119",NA,"3020020C"
"20120",0,"3020021C"
"20121",NA,"3020022C"
"20122",NA,"3020023C"
"20123",0,"3020024C"
"20124",NA,"3020025C"
"20125",0,"3021001C"
"20126",191.08,"3021003C"
"20127",0,"3021004C"
"20128",763.99,"3021005C"
"20129",661.63,"3021006C"
"20130",0,"3021007C"
"20131",0,"3021008C"
"20132",0,"3021009C"
"20133",667.97,"3021010C"
"20134",0,"3021011C"
"20135",220.08,"3021012C"
"20136",763.99,"3021015C"
"20137",799.08,"3021016C"
"20138",310.13,"3021017C"
"20139",0,"3021018C"
"20140",695.62,"3021019C"
"20141",0,"3021020C"
"20142",212.52,"3021021C"
"20143",558.03,"3021022C"
"20144",0,"3021023C"
"20145",0,"3021024C"
"20146",NA,"3021040C"
"20147",113.73,"3022001C"
"20148",247.79,"3022002C"
"20149",NA,"3022003C"
"20150",0,"3022004C"
"20151",NA,"3022005C"
"20152",204.9,"3022006C"
"20153",0,"3022007C"
"20154",672.81,"3022008C"
"20155",0,"3022010C"
"20156",193.96,"3022011C"
"20157",183.55,"3022012C"
"20158",161.98,"3022014C"
"20159",189.95,"3022015C"
"20160",857.05,"3022016C"
"20161",NA,"3022017C"
"20162",626.61,"3022018C"
"20163",165.96,"3022019C"
"20164",165.96,"3022020C"
"20165",0,"3022021C"
"20166",189.95,"3022022C"
"20167",699.37,"3022023C"
"20168",0,"3022024C"
"20169",NA,"3022040C"
"20170",0,"3023001C"
"20171",177.43,"3023002C"
"20172",0,"3023003C"
"20173",0,"3023004C"
"20174",0,"3023005C"
"20175",0,"3023006C"
"20176",NA,"3023007C"
"20177",551.91,"3023008C"
"20178",0,"3023009C"
"20179",0,"3023010C"
"20180",506.88,"3023011C"
"20181",0,"3023012C"
"20182",522.1,"3023014C"
"20183",577.96,"3023015C"
"20184",215.57,"3023016C"
"20185",161.55,"3023017C"
"20186",0,"3023018C"
"20187",0,"3023019C"
"20188",177.9,"3023020C"
"20189",0,"3023021C"
"20190",0,"3023022C"
"20191",153.66,"3023023C"
"20192",191.54,"3023024C"
"20193",0,"3024001C"
"20194",0,"3024002C"
"20195",206.91,"3024003C"
"20196",0,"3024004C"
"20197",451.75,"3024005C"
"20198",461.74,"3024006C"
"20199",136.5,"3024007C"
"20200",660.35,"3024009C"
"20201",0,"3024010C"
"20202",0,"3024011C"
"20203",133.66,"3024012C"
"20204",0,"3024013C"
"20205",158.36,"3024014C"
"20206",470.11,"3024015C"
"20207",213.38,"3024016C"
"20208",0,"3024017C"
"20209",0,"3024018C"
"20210",551.56,"3024019C"
"20211",0,"3024020C"
"20212",501.14,"3024021C"
"20213",0,"3024022C"
"20214",213.38,"3024023C"
"20215",229.47,"3024024C"
"20216",160.3,"3025001C"
"20217",0,"3025003C"
"20218",173.98,"3025004C"
"20219",180.05,"3025005C"
"20220",0,"3025006C"
"20221",0,"3025007C"
"20222",0,"3025008C"
"20223",0,"3025009C"
"20224",0,"3025010C"
"20225",229.55,"3025011C"
"20226",187.98,"3025012C"
"20227",187.98,"3025013C"
"20228",173.98,"3025014C"
"20229",690.12,"3025015C"
"20230",0,"3025016C"
"20231",638.72,"3025017C"
"20232",170.36,"3025018C"
"20233",204.95,"3025019C"
"20234",0,"3025020C"
"20235",709.87,"3025021C"
"20236",180.62,"3025023C"
"20237",0,"3025024C"
"20238",0,"3026001C"
"20239",NA,"3026002C"
"20240",NA,"3026003C"
"20241",NA,"3026004C"
"20242",NA,"3026005C"
"20243",NA,"3026006C"
"20244",NA,"3026007C"
"20245",148.56,"3026008C"
"20246",0,"3026009C"
"20247",NA,"3026010C"
"20248",NA,"3026011C"
"20249",0,"3026012C"
"20250",152.04,"3026013C"
"20251",NA,"3026014C"
"20252",NA,"3026015C"
"20253",0,"3026016C"
"20254",NA,"3026017C"
"20255",NA,"3026018C"
"20256",148.56,"3026019C"
"20257",215.28,"3026020C"
"20258",141.3,"3026021C"
"20259",NA,"3026022C"
"20260",0,"3026023C"
"20261",NA,"3026024C"
"20262",0,"3026025C"
"20263",129.44,"3027001C"
"20264",NA,"3027002C"
"20265",NA,"3027003C"
"20266",NA,"3027004C"
"20267",157.02,"3027005C"
"20268",0,"3027006C"
"20269",163.02,"3027007C"
"20270",NA,"3027008C"
"20271",0,"3027009C"
"20272",NA,"3027010C"
"20273",175.06,"3027011C"
"20274",153.76,"3027012C"
"20275",183.56,"3027013C"
"20276",NA,"3027014C"
"20277",181.76,"3027015C"
"20278",172.68,"3027016C"
"20279",153.76,"3027017C"
"20280",NA,"3027018C"
"20281",NA,"3027020C"
"20282",NA,"3027021C"
"20283",237.38,"3027022C"
"20284",0,"3027023C"
"20285",248.33,"3027024C"
"20286",248.33,"3027025C"
"20287",117.91,"3028001C"
"20288",185.74,"3028003C"
"20289",185.91,"3028004C"
"20290",179.23,"3028005C"
"20291",178.63,"3028006C"
"20292",205.14,"3028007C"
"20293",178.65,"3028008C"
"20294",178.65,"3028009C"
"20295",185.48,"3028010C"
"20296",209.5,"3028011C"
"20297",NA,"3028012C"
"20298",197.11,"3028013C"
"20299",185.91,"3028014C"
"20300",174.94,"3028015C"
"20301",178.65,"3028016C"
"20302",NA,"3028017C"
"20303",NA,"3028018C"
"20304",228.67,"3028019C"
"20305",NA,"3028020C"
"20306",185.48,"3028021C"
"20307",174.94,"3028022C"
"20308",174.94,"3028023C"
"20309",179.23,"3028024C"
"20310",NA,"3029001C"
"20311",287.94,"3029002C"
"20312",NA,"3029004C"
"20313",NA,"3029005C"
"20314",NA,"3029006C"
"20315",190.62,"3029007C"
"20316",272.99,"3029008C"
"20317",NA,"3029009C"
"20318",NA,"3029010C"
"20319",292.34,"3029011C"
"20320",198.38,"3029012C"
"20321",NA,"3029013C"
"20322",NA,"3029014C"
"20323",NA,"3029015C"
"20324",NA,"3029016C"
"20325",315.22,"3029017C"
"20326",183.61,"3029019C"
"20327",NA,"3029020C"
"20328",202.6,"3029021C"
"20329",233.94,"3029022C"
"20330",451.39,"3030001C"
"20331",754.93,"3030002C"
"20332",241.47,"3030003C"
"20333",732.96,"3030004C"
"20334",NA,"3030005C"
"20335",0,"3030006C"
"20336",1137.81,"3030007C"
"20337",276.63,"3030008C"
"20338",1070.63,"3030009C"
"20339",1031.24,"3030010C"
"20340",1371.52,"3030011C"
"20341",841.63,"3030012C"
"20342",0,"3030013C"
"20343",NA,"3030014C"
"20344",0,"3030015C"
"20345",421.53,"3030016C"
"20346",NA,"3030017C"
"20347",1244.97,"3030018C"
"20348",403,"3030019C"
"20349",227.22,"3030020C"
"20350",271.88,"3030021C"
"20351",0,"3030022C"
"20352",0,"3030023C"
"20353",264.69,"3030024C"
"20354",0,"3031001C"
"20355",NA,"3031002C"
"20356",NA,"3031003C"
"20357",245.38,"3031004C"
"20358",NA,"3031005C"
"20359",NA,"3031006C"
"20360",NA,"3031007C"
"20361",NA,"3031008C"
"20362",278.89,"3031009C"
"20363",241.52,"3031010C"
"20364",NA,"3031011C"
"20365",NA,"3031012C"
"20366",NA,"3031013C"
"20367",227.8,"3031014C"
"20368",NA,"3031015C"
"20369",NA,"3031016C"
"20370",NA,"3031017C"
"20371",336.76,"3031018C"
"20372",239.5,"3031020C"
"20373",232.64,"3031021C"
"20374",211.56,"3031022C"
"20375",233.39,"3031023C"
"20376",NA,"3031024C"
"20377",604.63,"3032001C"
"20378",207.49,"3032002C"
"20379",0,"3032003C"
"20380",183.54,"3032004C"
"20381",189.82,"3032005C"
"20382",179.56,"3032006C"
"20383",604.63,"3032007C"
"20384",206.82,"3032008C"
"20385",203.95,"3032009C"
"20386",592.06,"3032010C"
"20387",176.94,"3032011C"
"20388",172.7,"3032012C"
"20389",0,"3032013C"
"20390",183.54,"3032014C"
"20391",296.2,"3032015C"
"20392",0,"3032016C"
"20393",214.72,"3032017C"
"20394",748.68,"3032018C"
"20395",0,"3032019C"
"20396",799.8,"3032020C"
"20397",172.7,"3032021C"
"20398",218.39,"3032023C"
"20399",590.67,"3032024C"
"20400",0,"3033001C"
"20401",173.21,"3033002C"
"20402",207.44,"3033003C"
"20403",835.47,"3033004C"
"20404",203.12,"3033005C"
"20405",203.12,"3033006C"
"20406",218.09,"3033007C"
"20407",184.08,"3033008C"
"20408",253.31,"3033009C"
"20409",184.08,"3033010C"
"20410",993.03,"3033011C"
"20411",570.62,"3033012C"
"20412",921.88,"3033013C"
"20413",184.08,"3033014C"
"20414",606.43,"3033016C"
"20415",173.21,"3033017C"
"20416",187.99,"3033018C"
"20417",0,"3033019C"
"20418",0,"3033020C"
"20419",0,"3033021C"
"20420",969.23,"3033022C"
"20421",0,"3033023C"
"20422",786.15,"3033024C"
"20423",0,"3035001C"
"20424",0,"3035002C"
"20425",156.91,"3035003C"
"20426",0,"3035005C"
"20427",0,"3035006C"
"20428",NA,"3035007C"
"20429",0,"3035008C"
"20430",0,"3035009C"
"20431",0,"3035010C"
"20432",130.55,"3035011C"
"20433",0,"3035012C"
"20434",NA,"3035013C"
"20435",162.88,"3035014C"
"20436",141.06,"3035015C"
"20437",144.05,"3035016C"
"20438",0,"3035017C"
"20439",254.13,"3035018C"
"20440",190.49,"3035019C"
"20441",0,"3035020C"
"20442",204.07,"3035021C"
"20443",0,"3035022C"
"20444",0,"3035023C"
"20445",0,"3036001C"
"20446",277.25,"3036002C"
"20447",0,"3036003C"
"20448",0,"3036004C"
"20449",379.08,"3036005C"
"20450",0,"3036007C"
"20451",0,"3036009C"
"20452",0,"3036010C"
"20453",0,"3036011C"
"20454",853.43,"3036012C"
"20455",0,"3036013C"
"20456",0,"3036014C"
"20457",0,"3036015C"
"20458",NA,"3036016C"
"20459",0,"3036017C"
"20460",0,"3036018C"
"20461",0,"3036021C"
"20462",258.22,"3036023C"
"20463",1196.86,"3036024C"
"20464",173.62,"3037001C"
"20465",NA,"3037002C"
"20466",NA,"3037003C"
"20467",0,"3037004C"
"20468",NA,"3037005C"
"20469",NA,"3037006C"
"20470",221.94,"3037007C"
"20471",259.65,"3037008C"
"20472",0,"3037011C"
"20473",221.94,"3037012C"
"20474",NA,"3037013C"
"20475",NA,"3037014C"
"20476",NA,"3037015C"
"20477",NA,"3037016C"
"20478",213.97,"3037017C"
"20479",NA,"3037018C"
"20480",NA,"3037019C"
"20481",NA,"3037021C"
"20482",426.23,"3037023C"
"20483",NA,"3037024C"
"20484",135.45,"3038002C"
"20485",157.64,"3038003C"
"20486",259.96,"3038005C"
"20487",556.69,"3038006C"
"20488",0,"3038007C"
"20489",0,"3038008C"
"20490",135.45,"3038009C"
"20491",153.86,"3038010C"
"20492",678.31,"3038011C"
"20493",211.72,"3038012C"
"20494",164.52,"3038013C"
"20495",153.86,"3038014C"
"20496",616.72,"3038015C"
"20497",155.16,"3038016C"
"20498",201.38,"3038018C"
"20499",249.23,"3038019C"
"20500",0,"3038021C"
"20501",0,"3038022C"
"20502",211.72,"3038023C"
"20503",0,"3038024C"
"20504",149.94,"3038025C"
"20505",NA,"3038040C"
"20506",0,"3039001C"
"20507",NA,"3039002C"
"20508",0,"3039003C"
"20509",NA,"3039004C"
"20510",NA,"3039005C"
"20511",0,"3039007C"
"20512",303.92,"3039008C"
"20513",NA,"3039009C"
"20514",NA,"3039010C"
"20515",346.54,"3039011C"
"20516",NA,"3039012C"
"20517",0,"3039013C"
"20518",NA,"3039014C"
"20519",NA,"3039015C"
"20520",NA,"3039016C"
"20521",NA,"3039017C"
"20522",NA,"3039018C"
"20523",NA,"3039019C"
"20524",NA,"3039020C"
"20525",NA,"3039021C"
"20526",317.03,"3039022C"
"20527",NA,"3039023C"
"20528",0,"3040001C"
"20529",0,"3040002C"
"20530",NA,"3040003C"
"20531",0,"3040004C"
"20532",NA,"3040006C"
"20533",383.56,"3040007C"
"20534",NA,"3040008C"
"20535",271.26,"3040009C"
"20536",277.02,"3040010C"
"20537",NA,"3040011C"
"20538",374.7,"3040012C"
"20539",0,"3041002C"
"20540",0,"3041003C"
"20541",235.75,"3041004C"
"20542",259.29,"3041005C"
"20543",330.8,"3041006C"
"20544",0,"3041007C"
"20545",249.77,"3041009C"
"20546",272.61,"3041010C"
"20547",272.61,"3041013C"
"20548",229.56,"3041014C"
"20549",221.12,"3041015C"
"20550",0,"3041016C"
"20551",0,"3041017C"
"20552",0,"3041018C"
"20553",0,"3041019C"
"20554",0,"3041021C"
"20555",416.5,"3041022C"
"20556",0,"3041023C"
"20557",0,"3041024C"
"20558",0,"3042001C"
"20559",0,"3042002C"
"20560",0,"3042003C"
"20561",0,"3042004C"
"20562",213.31,"3042005C"
"20563",774.16,"3042006C"
"20564",194.95,"3042008C"
"20565",0,"3042010C"
"20566",0,"3042011C"
"20567",0,"3042012C"
"20568",0,"3042013C"
"20569",0,"3042014C"
"20570",190.2,"3042015C"
"20571",366.72,"3042016C"
"20572",0,"3042017C"
"20573",1085.87,"3042019C"
"20574",0,"3042020C"
"20575",0,"3042021C"
"20576",287.43,"3042022C"
"20577",0,"3042023C"
"20578",0,"3042024C"
"20579",165.9,"3043001C"
"20580",172.08,"3043002C"
"20581",NA,"3043003C"
"20582",NA,"3043005C"
"20583",NA,"3043006C"
"20584",NA,"3043007C"
"20585",NA,"3043008C"
"20586",194.54,"3043009C"
"20587",0,"3043010C"
"20588",262.13,"3043011C"
"20589",NA,"3043012C"
"20590",NA,"3043013C"
"20591",189.88,"3043018C"
"20592",NA,"3043019C"
"20593",NA,"3043021C"
"20594",NA,"3043022C"
"20595",172.08,"3043023C"
"20596",167.73,"3043024C"
"20597",65.86,"3044001C"
"20598",263.12,"3044002C"
"20599",NA,"3044003C"
"20600",156.26,"3044004C"
"20601",156.26,"3044005C"
"20602",NA,"3044006C"
"20603",215.72,"3044007C"
"20604",0,"3044008C"
"20605",197.67,"3044009C"
"20606",156.26,"3044010C"
"20607",NA,"3044011C"
"20608",165.68,"3044012C"
"20609",176.09,"3044013C"
"20610",159.58,"3044014C"
"20611",156.26,"3044015C"
"20612",167.1,"3044016C"
"20613",NA,"3044017C"
"20614",169.6,"3044018C"
"20615",160.1,"3044019C"
"20616",210.56,"3044020C"
"20617",159.58,"3044021C"
"20618",159.58,"3044022C"
"20619",156.26,"3044023C"
"20620",NA,"3044025C"
"20621",165.68,"3044026C"
"20622",0,"3045001C"
"20623",0,"3045002C"
"20624",242.3,"3045003C"
"20625",799.44,"3045004C"
"20626",295.53,"3045005C"
"20627",0,"3045006C"
"20628",293.4,"3045007C"
"20629",179.1,"3045008C"
"20630",NA,"3045009C"
"20631",NA,"3045010C"
"20632",547.26,"3045011C"
"20633",0,"3045012C"
"20634",0,"3045014C"
"20635",761.9,"3045015C"
"20636",326.61,"3045016C"
"20637",804.29,"3045017C"
"20638",222.19,"3045018C"
"20639",0,"3045019C"
"20640",NA,"3045020C"
"20641",0,"3045021C"
"20642",214.71,"3045022C"
"20643",196.33,"3045023C"
"20644",209.56,"3045024C"
"20645",215.08,"3046001C"
"20646",159.22,"3046002C"
"20647",145.02,"3046003C"
"20648",0,"3046004C"
"20649",258.79,"3046005C"
"20650",0,"3046007C"
"20651",234.54,"3046008C"
"20652",248.67,"3046009C"
"20653",264.29,"3046010C"
"20654",NA,"3046011C"
"20655",240.29,"3046012C"
"20656",395.8,"3046013C"
"20657",NA,"3046014C"
"20658",NA,"3046016C"
"20659",0,"3046017C"
"20660",0,"3046018C"
"20661",308.03,"3046019C"
"20662",NA,"3046020C"
"20663",257.35,"3046021C"
"20664",NA,"3046022C"
"20665",NA,"3046023C"
"20666",298.83,"3046024C"
"20667",336.15,"3047001C"
"20668",340.42,"3047002C"
"20669",NA,"3047003C"
"20670",336.15,"3047004C"
"20671",1209.95,"3047005C"
"20672",0,"3047006C"
"20673",0,"3047009C"
"20674",324.84,"3047010C"
"20675",0,"3047011C"
"20676",324.84,"3047012C"
"20677",304.65,"3047013C"
"20678",287.34,"3047014C"
"20679",270.37,"3047016C"
"20680",300.61,"3047017C"
"20681",341.52,"3047018C"
"20682",467.5,"3047019C"
"20683",0,"3047020C"
"20684",336.15,"3047021C"
"20685",281.94,"3047022C"
"20686",292.72,"3047023C"
"20687",0,"3047024C"
"20688",333.34,"3047025C"
"20689",0,"3048001C"
"20690",NA,"3048002C"
"20691",421.19,"3048004C"
"20692",126.86,"3048005C"
"20693",113.18,"3048006C"
"20694",305.75,"3048007C"
"20695",0,"3048008C"
"20696",291.06,"3048009C"
"20697",290.12,"3048010C"
"20698",0,"3048011C"
"20699",324.17,"3048012C"
"20700",301.91,"3048013C"
"20701",301.2,"3048014C"
"20702",309.33,"3048015C"
"20703",291.06,"3048016C"
"20704",320.1,"3048017C"
"20705",301.91,"3048018C"
"20706",1452.81,"3048019C"
"20707",0,"3048020C"
"20708",290.12,"3048021C"
"20709",301.2,"3048022C"
"20710",333.14,"3048023C"
"20711",353.21,"3048024C"
"20712",0,"3050001C"
"20713",NA,"3050003C"
"20714",163.97,"3050004C"
"20715",206.18,"3050005C"
"20716",189.81,"3050006C"
"20717",0,"3050007C"
"20718",228.64,"3050008C"
"20719",0,"3050009C"
"20720",NA,"3050010C"
"20721",NA,"3050011C"
"20722",NA,"3050012C"
"20723",189.31,"3050013C"
"20724",NA,"3050014C"
"20725",NA,"3050015C"
"20726",0,"3050016C"
"20727",NA,"3050017C"
"20728",160.04,"3050018C"
"20729",NA,"3050019C"
"20730",NA,"3050020C"
"20731",200.72,"3050021C"
"20732",163.43,"3050022C"
"20733",NA,"3050023C"
"20734",NA,"3050024C"
"20735",NA,"3050025C"
"20736",0,"3052001C"
"20737",127.87,"3052002C"
"20738",0,"3052003C"
"20739",0,"3052004C"
"20740",173.43,"3052005C"
"20741",0,"3052006C"
"20742",148.79,"3052007C"
"20743",0,"3052008C"
"20744",132.75,"3052009C"
"20745",NA,"3052010C"
"20746",119.72,"3052011C"
"20747",127.87,"3052012C"
"20748",0,"3052013C"
"20749",132.75,"3052014C"
"20750",1333.74,"3052015C"
"20751",316.24,"3052016C"
"20752",363.93,"3052017C"
"20753",287.76,"3052018C"
"20754",0,"3052019C"
"20755",0,"3052020C"
"20756",287.76,"3052021C"
"20757",0,"3052022C"
"20758",0,"3052024C"
"20759",287.76,"3052025C"
"20760",0,"3053001C"
"20761",405.16,"3053002C"
"20762",NA,"3053003C"
"20763",266.6,"3053004C"
"20764",NA,"3053005C"
"20765",290.32,"3053006C"
"20766",NA,"3053007C"
"20767",0,"3053008C"
"20768",0,"3053009C"
"20769",296.49,"3053010C"
"20770",0,"3053011C"
"20771",0,"3053012C"
"20772",293.46,"3053013C"
"20773",NA,"3053014C"
"20774",0,"3053015C"
"20775",NA,"3053017C"
"20776",NA,"3053018C"
"20777",388.72,"3053019C"
"20778",NA,"3053020C"
"20779",NA,"3053021C"
"20780",0,"3053023C"
"20781",314.19,"3053024C"
"20782",0,"3054002C"
"20783",0,"3054003C"
"20784",0,"3054006C"
"20785",0,"3054007C"
"20786",0,"3054008C"
"20787",0,"3054009C"
"20788",0,"3054010C"
"20789",0,"3054011C"
"20790",244.48,"3054012C"
"20791",0,"3054013C"
"20792",0,"3054014C"
"20793",0,"3054015C"
"20794",211.8,"3054016C"
"20795",0,"3054017C"
"20796",0,"3054018C"
"20797",0,"3054019C"
"20798",0,"3054020C"
"20799",0,"3054022C"
"20800",NA,"3056002C"
"20801",NA,"3056003C"
"20802",0,"3056004C"
"20803",NA,"3056005C"
"20804",NA,"3056006C"
"20805",NA,"3056007C"
"20806",NA,"3056008C"
"20807",NA,"3056009C"
"20808",NA,"3056010C"
"20809",241.07,"3056011C"
"20810",NA,"3056012C"
"20811",NA,"3056013C"
"20812",NA,"3056014C"
"20813",NA,"3056015C"
"20814",NA,"3056016C"
"20815",NA,"3056017C"
"20816",0,"3056018C"
"20817",NA,"3056019C"
"20818",NA,"3056020C"
"20819",214.17,"3056021C"
"20820",NA,"3056022C"
"20821",0,"3056023C"
"20822",219.43,"3056024C"
"20823",NA,"3056025C"
"20824",1233.86,"3062001C"
"20825",0,"3062002C"
"20826",895.6,"3062003C"
"20827",895.6,"3062004C"
"20828",261.22,"3062005C"
"20829",374.1,"3062006C"
"20830",285.83,"3062007C"
"20831",312.38,"3062008C"
"20832",343.58,"3062009C"
"20833",0,"3062010C"
"20834",271.86,"3062011C"
"20835",246.38,"3062012C"
"20836",0,"3062013C"
"20837",0,"3062014C"
"20838",0,"3062015C"
"20839",1169.06,"3062016C"
"20840",814.47,"3062017C"
"20841",1459.46,"3062018C"
"20842",261.22,"3062019C"
"20843",0,"3062020C"
"20844",309.69,"3062021C"
"20845",339.03,"3062022C"
"20846",260.4,"3062023C"
"20847",0,"3062024C"
"20848",0,"3063001C"
"20849",NA,"3063002C"
"20850",340.83,"3063003C"
"20851",263.09,"3063004C"
"20852",NA,"3063005C"
"20853",NA,"3063006C"
"20854",NA,"3063007C"
"20855",221.08,"3063008C"
"20856",208.03,"3063009C"
"20857",NA,"3063010C"
"20858",NA,"3063011C"
"20859",NA,"3063012C"
"20860",336.97,"3063013C"
"20861",NA,"3063014C"
"20862",NA,"3063016C"
"20863",NA,"3063017C"
"20864",225.77,"3063018C"
"20865",268.68,"3063019C"
"20866",213.13,"3063020C"
"20867",208.03,"3063021C"
"20868",261.92,"3063023C"
"20869",293.74,"3063024C"
"20870",287.66,"3068001C"
"20871",0,"3068003C"
"20872",194.38,"3068004C"
"20873",201.81,"3068005C"
"20874",0,"3068006C"
"20875",214.18,"3068007C"
"20876",882.23,"3068008C"
"20877",540.51,"3068009C"
"20878",561.16,"3068010C"
"20879",0,"3068011C"
"20880",191.95,"3068012C"
"20881",0,"3068013C"
"20882",184.89,"3068014C"
"20883",220.56,"3068016C"
"20884",614.01,"3068017C"
"20885",0,"3068018C"
"20886",0,"3068019C"
"20887",968.93,"3068020C"
"20888",0,"3068021C"
"20889",213.49,"3068022C"
"20890",243.95,"3068023C"
"20891",0,"3068024C"
"20892",540.51,"3068025C"
"20893",175.72,"3069001C"
"20894",141.33,"3069003C"
"20895",165.74,"3069004C"
"20896",159.25,"3069005C"
"20897",150.2,"3069006C"
"20898",534.63,"3069007C"
"20899",195.44,"3069008C"
"20900",174.25,"3069009C"
"20901",141.33,"3069010C"
"20902",169.26,"3069011C"
"20903",NA,"3069012C"
"20904",566.63,"3069013C"
"20905",575.89,"3069014C"
"20906",159.25,"3069015C"
"20907",169.26,"3069016C"
"20908",0,"3069017C"
"20909",184.75,"3069018C"
"20910",150.2,"3069019C"
"20911",184.75,"3069020C"
"20912",186.83,"3070001C"
"20913",190.8,"3070002C"
"20914",196.43,"3070003C"
"20915",196.43,"3070004C"
"20916",190.8,"3070005C"
"20917",196.43,"3070006C"
"20918",215.73,"3070008C"
"20919",190.8,"3070010C"
"20920",232.99,"3070012C"
"20921",200.6,"3070013C"
"20922",232.99,"3070014C"
"20923",221.03,"3070015C"
"20924",185.79,"3070016C"
"20925",200.57,"3070017C"
"20926",0,"3070018C"
"20927",251.74,"3070019C"
